"Original XML Dita File","UUID"
"target-standard-premium-master/src/target/c_geo.xml","7f38ca2d-4715-4e47-9980-44e4c9052df6"
"target-standard-premium-master/src/target/c_network.xml","f1ba1eb0-e6c4-4c23-83fd-c9a07a6a3434"
"target-standard-premium-master/src/target/c_mobile.xml","6e5ef070-d41a-4046-85fc-5b827244e1e0"
"target-standard-premium-master/src/target/c_operating_system.xml","d61084c2-40c4-4164-bc2b-3c574dcbd1fd"
"target-standard-premium-master/src/target/c_site_pages.xml","a3541ec1-dd25-447f-9b79-10b417f7b1ec"
"target-standard-premium-master/src/target/c_target_library.xml","973e24d1-981f-4fd6-978d-f7c7c0818a6f"
"target-standard-premium-master/src/target/c_time-frame.xml","b7687a04-bb7e-4aa1-aa45-3a3555f2a00b"
"target-standard-premium-master/src/target/c_traffic_sources.xml","aa155a61-5ff2-4552-865c-1757ae015b28"
"target-standard-premium-master/src/target/c_visitor_profile.xml","6358fb2e-24f5-4347-9515-08744e01ad31"
"target-standard-premium-master/src/a4t/c_a4t-faq-sharing-metrics-audiences-reports.xml","280d578c-e72a-41ea-ab3a-0bc2f7fe938d"
"target-standard-premium-master/src/target/c_managing_audience_filters.xml","1500b502-f93e-4251-8ac9-84cf8e675a6c"
"target-standard-premium-master/src/target/c_apply-reporting-audience-success-metric.xml","607e2c2d-2e40-4b65-83f6-91bb55e1463a"
"target-standard-premium-master/src/target/c_target_rulebased.xml","2123ccdb-19f0-4282-aa60-938f24e1c1a6"
"target-standard-premium-master/src/target/c_target_behavioral.xml","a988d86e-bbce-4183-b411-0017f43f6b60"
"target-standard-premium-master/src/target/r_target_behavioral_steps.xml","8d5f25c0-f436-491f-9429-36118f2b1098"
"target-standard-premium-master/src/target/c_target_behavioral_examples.xml","1aff5d06-87bc-4a10-a32a-bf9817eb2e4f"
"target-standard-premium-master/src/target/c_target_percent.xml","cf8714ed-1b65-4950-830c-d95bcfe95d00"
"target-standard-premium-master/src/target/c_target_percentandrule.xml","11ed42c5-6ec1-4164-b637-b7eddcc0a496"
"target-standard-premium-master/src/target/c_target_whoseeswhat.xml","99fea946-21c5-425a-9a7d-aca8d00a4c98"
"target-standard-premium-master/src/target/t_target_validate_url.xml","f66cf12e-baf1-499f-a6ae-2ffefc87a625"
"target-standard-premium-master/src/target/t_target_validate_visitors.xml","0bb6704c-e662-48fa-a4a9-cb3348726d6d"
"target-standard-premium-master/src/target/t_target_validate_profile.xml","6a5a9df2-89c2-4bb9-9ec5-b1e91f0fca6a"
"target-standard-premium-master/src/ov/c_visitor_profile.xml","a67bd018-1005-4f22-a71c-b9e00da98dcd"
"target-standard-premium-master/src/ov/c_visitor_profile_lifetime.xml","ba652c9e-df92-4431-ab13-f01c8e956351"
"target-standard-premium-master/src/target/c_profile_parameters.xml","d095e042-7971-42ef-9745-4dd3a46e85bd"
"target-standard-premium-master/src/target/c_category_affinity.xml","8ef31e22-2fc5-4ba8-8265-bc77e7092de9"
"target-standard-premium-master/src/target/c_working-with-customer-attributes.xml","1e47c2a7-6655-45e4-b210-98b3822fd689"
"target-standard-premium-master/src/target/c_3rd-party_id.xml","a3f255cb-6237-483e-9205-a11695d6c2a7"
"target-standard-premium-master/src/target/r_variables_profiles_parameters_methods.xml","6a1c3c4b-9069-43e1-9126-5c3b74d3d794"
"target-standard-premium-master/src/target/c_troubleshooting_targets_and_audiences.xml","43225f05-a385-4ad4-8620-45682968c198"
"target-standard-premium-master/src/target/c_experiences.xml","7e950805-46e3-4798-b2b8-2818ca98a31b"
"target-standard-premium-master/src/target/c_visual-experience-composer.xml","4a0dd018-bdbc-4481-a0b3-2d7fccabf191"
"target-standard-premium-master/src/target/r_viztarget_options.xml","1d7fbfab-ab8d-4da3-a338-db66d236bd6f"
"target-standard-premium-master/src/target/t_temtest.xml","6c651b10-4818-4ce9-9ba8-837ece40880b"
"target-standard-premium-master/src/target/c_multipage_activity.xml","2a6410c4-b9d9-45b5-9c31-902a62be81bc"
"target-standard-premium-master/src/target/c_activity_collisions.xml","de1a75df-7d17-4d76-885e-7c88f40024dc"
"target-standard-premium-master/src/target/c_vec_code_editor.xml","16bc487a-b31b-4a46-92e6-4850a21fef52"
"target-standard-premium-master/src/target/c_experience-templates.xml","83ab4750-af0d-4145-8912-afc4f358377a"
"target-standard-premium-master/src/target/c_vec_selectors.xml","e9e2d16f-0648-40ce-9089-c391e5fc43e2"
"target-standard-premium-master/src/target/c_mobile_viewports.xml","98ab16ff-7cec-43a3-ba62-9b6f985520a9"
"target-standard-premium-master/src/target/c_experience_composer_best_practices.xml","c08bd413-6b40-44d3-a066-343cf16fda03"
"target-standard-premium-master/src/target/r_troubleshoot_composer.xml","51015016-4182-442f-9a4c-1af5e7112af8"
"target-standard-premium-master/src/target/c_troubleshooting-issues-related-to-the-visual-experience-composer-(vec).xml","fadf4ab9-4bf5-4da3-a00e-18363d74c119"
"target-standard-premium-master/src/target/c_troubleshooting-issues-related-to-the-enhanced-experience-composer-(eec).xml","a5c3f8f7-15c5-4f92-8b33-3b3d4f42c197"
"target-standard-premium-master/src/target/c_mixed_content.xml","9d7053dd-32ec-42b0-892f-c87b5d86bfb9"
"target-standard-premium-master/src/target/c_vec_scenarios.xml","76ba0d09-5404-44ce-b7bc-68e8bea432f7"
"target-standard-premium-master/src/target/t_redirect_offer.xml","feee8ec3-3538-485f-b717-5e31a67400c3"
"target-standard-premium-master/src/target/t_vec-carousels.xml","1d2c6058-4438-4fae-b3c4-41c0b7fd1158"
"target-standard-premium-master/src/target/t_form_experience_composer.xml","7c06bb11-2d5d-4aac-88e2-bbce3f13dae4"
"target-standard-premium-master/src/target/c_manage_content.xml","7dce5086-54fd-4202-8239-9c1e6ffffe5f"
"target-standard-premium-master/src/target/t_create_content_folder.xml","a2301488-0aba-45f6-ad5c-efebc42aba2a"
"target-standard-premium-master/src/target/t_assets_upload.xml","77ebcba1-e41d-467b-9c8b-ffce1f325b7a"
"target-standard-premium-master/src/target/t_offer_redirect.xml","d90bbb7f-4dcb-4389-8326-38b2a09c2ffe"
"target-standard-premium-master/src/target/c_about-remote-offers.xml","deef4cfd-6b4b-475c-abdf-590866ed62f5"
"target-standard-premium-master/src/target/c_create_json_offer.xml","f76aee8f-4a27-4614-9a83-8a0498734891"
"target-standard-premium-master/src/target/t_assets_working.xml","53defd07-b9aa-4b05-bf2f-ea4a6655cf7e"
"target-standard-premium-master/src/target/c_filter-and-search-content.xml","210727ed-ca7f-44d2-b6b4-c0073a39b7c5"
"target-standard-premium-master/src/target/r_passing-profile-attributes-to-the-html-offer.xml","089549c9-6257-49da-98d2-a09f032e6a98"
"target-standard-premium-master/src/target/aem-experience-fragments.xml","bc924fc6-1cf5-41ca-b2e8-752e677fccee"
"target-standard-premium-master/src/target/c_spa-visual-experience-composer.xml","3c32ec9f-81fd-4407-8d39-c1c1f0bf12ff"
"target-standard-premium-master/src/target/c_reports.xml","3e3ef846-5ef7-4714-86f4-ffd2e50dc49b"
"target-standard-premium-master/src/target/c_report-settings.xml","fd8f3b1f-9907-4bcb-8e32-3a109f0798c6"
"target-standard-premium-master/src/target/average-lift-bounds-and-confidence-interval.xml","e76e8760-b88d-49b6-b731-c5108dbb6122"
"target-standard-premium-master/src/target/c_view-multiple-metrics.xml","cd700498-b6e7-4d5a-86f8-20376d06253e"
"target-standard-premium-master/src/target/t_excluding_extreme_orders.xml","414878d4-2d7b-4606-a3b4-83f220a7217f"
"target-standard-premium-master/src/target/c_auto-target-summary-report.xml","775f3a52-5672-4c8d-aae6-37bdf46ac3e3"
